   1.44873	   1.45350	   1.46012	   1.46540	   1.47245	   1.47984	   1.48421	   1.49229	   1.49732	   1.50659	   1.51274	   1.51971	   1.52779	   1.53748	   1.54559	   1.55566	   1.56393	   1.57289	   1.58322	   1.59254	   1.60347	   1.61490	   1.62640	   1.63711	   1.65059	   1.66368	   1.68118	   1.69960	   1.72071	   1.74530	   1.77057	   1.79785	   1.82300	   1.84527	   1.86876	   1.88247	   1.89722	   1.90817	   1.91801	   1.92593	   1.93150	   1.93522	   1.93866	   1.94354	   1.94664	   1.95155	   1.95843	   1.96756	   1.97580	   1.98101	   1.98342	   1.98768	   1.99664	   2.01009	   2.03071	   2.06018	   2.10276	   2.15045	   2.18337	   2.19915	  -0.02765	  -0.01191	   0.00008	   0.00855	   0.01753	   0.02405	   0.02967	   0.03473	   0.03754	   0.04253	   0.04543	   0.04935	   0.05206	   0.05522	   0.05784	   0.06241	   0.06420	   0.06765	   0.07039	   0.07326	   0.07766	   0.08071	   0.08443	   0.09173	   0.09867	   0.10427	   0.11173	   0.12001	   0.12671	   0.13321	   0.13624	   0.13372	   0.13022	   0.12253	   0.11205	   0.10028	   0.08969	   0.08111	   0.07071	   0.06544	   0.06131	   0.05882	   0.05619	   0.05510	   0.05634	   0.05854	   0.06373	   0.07216	   0.08701	   0.10478	   0.12235	   0.13847	   0.15455	   0.17251	   0.19472	   0.21936	   0.25775	   0.32193	   0.40751	   0.49843
   1.54704	   1.55374	   1.56061	   1.56630	   1.57343	   1.57949	   1.58543	   1.59135	   1.60058	   1.60799	   1.61361	   1.62203	   1.62927	   1.63810	   1.64625	   1.65499	   1.66415	   1.67323	   1.68620	   1.69578	   1.70482	   1.71684	   1.72813	   1.74012	   1.75295	   1.76852	   1.78503	   1.80327	   1.82444	   1.84951	   1.87429	   1.90372	   1.92701	   1.95264	   1.97287	   1.98959	   2.00354	   2.01579	   2.02545	   2.03315	   2.03785	   2.04171	   2.04614	   2.05065	   2.05485	   2.06088	   2.06849	   2.07547	   2.08005	   2.08283	   2.08759	   2.09633	   2.10989	   2.13194	   2.15904	   2.19597	   2.23434	   2.26387	   2.27501	   2.28199	  -0.02493	  -0.01102	   0.00154	   0.01047	   0.01859	   0.02420	   0.03078	   0.03504	   0.03883	   0.04443	   0.04767	   0.04848	   0.05309	   0.05546	   0.05877	   0.06181	   0.06422	   0.06941	   0.06985	   0.07463	   0.07669	   0.08370	   0.08849	   0.09242	   0.09963	   0.10628	   0.11540	   0.12268	   0.12882	   0.13505	   0.13713	   0.13696	   0.13177	   0.12403	   0.11433	   0.10210	   0.09182	   0.08068	   0.07267	   0.06596	   0.06143	   0.05773	   0.05540	   0.05447	   0.05568	   0.05847	   0.06480	   0.07509	   0.09024	   0.10417	   0.11650	   0.13064	   0.14669	   0.16518	   0.18931	   0.22185	   0.27513	   0.34679	   0.41938	   0.48197
   1.51951	   1.52576	   1.53064	   1.53870	   1.54540	   1.55136	   1.55793	   1.56437	   1.57064	   1.58055	   1.58622	   1.59403	   1.60255	   1.61015	   1.61893	   1.62878	   1.63850	   1.64827	   1.65785	   1.66784	   1.67915	   1.68980	   1.70116	   1.71395	   1.72640	   1.74200	   1.75816	   1.77800	   1.79824	   1.82244	   1.84970	   1.87687	   1.90442	   1.92714	   1.94931	   1.96593	   1.98001	   1.99200	   2.00049	   2.00928	   2.01541	   2.02032	   2.02350	   2.02623	   2.03083	   2.03498	   2.03966	   2.04726	   2.05721	   2.06760	   2.07486	   2.07887	   2.08378	   2.09419	   2.11061	   2.13185	   2.16483	   2.21349	   2.26936	   2.31677	  -0.02619	  -0.01071	  -0.00007	   0.01096	   0.01696	   0.02458	   0.03058	   0.03631	   0.03984	   0.04333	   0.04799	   0.05114	   0.05397	   0.05558	   0.06086	   0.06221	   0.06596	   0.06731	   0.07163	   0.07529	   0.07869	   0.08358	   0.08818	   0.09352	   0.10105	   0.10782	   0.11610	   0.12338	   0.13126	   0.13748	   0.13945	   0.13867	   0.13474	   0.12494	   0.11445	   0.10361	   0.09339	   0.08263	   0.07273	   0.06479	   0.06100	   0.05851	   0.05732	   0.05669	   0.05783	   0.05977	   0.06425	   0.06998	   0.08065	   0.09723	   0.11845	   0.14025	   0.15940	   0.17808	   0.20026	   0.22342	   0.25070	   0.29016	   0.35539	   0.44623
   1.38358	   1.39079	   1.39711	   1.40438	   1.40870	   1.41564	   1.42328	   1.42973	   1.43706	   1.44309	   1.45226	   1.45910	   1.46766	   1.47738	   1.48548	   1.49459	   1.50411	   1.51273	   1.52312	   1.53311	   1.54499	   1.55514	   1.56550	   1.57949	   1.59191	   1.60653	   1.62383	   1.64338	   1.66449	   1.68907	   1.71717	   1.74355	   1.77119	   1.79471	   1.81583	   1.83308	   1.84801	   1.85877	   1.86869	   1.87644	   1.88229	   1.88742	   1.89061	   1.89408	   1.89793	   1.90257	   1.90860	   1.91664	   1.92570	   1.93270	   1.93722	   1.94191	   1.94976	   1.96304	   1.98183	   2.00680	   2.04507	   2.09397	   2.13952	   2.16778	  -0.02687	  -0.01184	   0.00149	   0.01114	   0.01921	   0.02452	   0.03129	   0.03637	   0.04098	   0.04267	   0.04599	   0.05005	   0.05422	   0.05636	   0.05974	   0.06250	   0.06494	   0.06979	   0.07179	   0.07465	   0.07964	   0.08366	   0.08829	   0.09337	   0.10143	   0.11005	   0.11609	   0.12475	   0.13174	   0.13749	   0.14072	   0.13882	   0.13427	   0.12628	   0.11505	   0.10442	   0.09378	   0.08298	   0.07349	   0.06538	   0.06117	   0.05863	   0.05657	   0.05573	   0.05684	   0.05865	   0.06357	   0.07044	   0.08272	   0.10011	   0.11853	   0.13624	   0.15334	   0.17109	   0.19399	   0.21715	   0.24832	   0.29873	   0.37367	   0.46127
   1.39017	   1.39810	   1.40362	   1.40982	   1.41668	   1.42248	   1.43057	   1.43821	   1.44462	   1.45146	   1.45955	   1.46759	   1.47501	   1.48358	   1.49268	   1.50132	   1.51123	   1.52238	   1.53151	   1.54013	   1.55096	   1.56326	   1.57438	   1.58669	   1.60041	   1.61397	   1.63247	   1.65030	   1.67223	   1.69856	   1.72468	   1.75121	   1.77847	   1.80444	   1.82576	   1.84096	   1.85645	   1.86856	   1.87693	   1.88348	   1.88902	   1.89435	   1.89894	   1.90444	   1.90939	   1.91484	   1.91772	   1.92014	   1.92435	   1.93075	   1.93940	   1.95170	   1.97023	   1.99413	   2.01815	   2.03258	   2.04134	   2.05221	   2.07379	   2.10790	  -0.02610	  -0.01154	   0.00102	   0.01163	   0.01910	   0.02583	   0.03090	   0.03601	   0.04112	   0.04369	   0.04738	   0.05079	   0.05374	   0.05596	   0.05945	   0.06321	   0.06676	   0.06849	   0.07288	   0.07577	   0.08003	   0.08405	   0.08747	   0.09539	   0.10074	   0.10805	   0.11629	   0.12481	   0.13158	   0.13808	   0.14146	   0.14015	   0.13410	   0.12710	   0.11489	   0.10468	   0.09234	   0.08264	   0.07390	   0.06624	   0.05991	   0.05691	   0.05367	   0.05297	   0.05563	   0.06154	   0.06891	   0.07576	   0.08362	   0.09340	   0.10534	   0.11987	   0.13784	   0.16550	   0.20373	   0.25059	   0.29447	   0.33347	   0.36624	   0.40251
   1.38528	   1.39023	   1.39551	   1.40414	   1.40784	   1.41515	   1.42295	   1.42996	   1.43643	   1.44416	   1.45292	   1.45857	   1.46878	   1.47638	   1.48450	   1.49552	   1.50408	   1.51318	   1.52321	   1.53285	   1.54475	   1.55507	   1.56718	   1.58000	   1.59402	   1.60761	   1.62356	   1.64299	   1.66610	   1.69034	   1.71728	   1.74621	   1.77105	   1.79639	   1.81737	   1.83540	   1.85043	   1.86253	   1.87097	   1.87815	   1.88401	   1.88847	   1.89291	   1.89709	   1.90154	   1.90717	   1.91389	   1.92004	   1.92288	   1.92629	   1.93238	   1.94213	   1.95405	   1.97198	   1.99677	   2.03082	   2.06486	   2.08747	   2.09876	   2.11258	  -0.02623	  -0.01118	   0.00179	   0.01215	   0.01909	   0.02551	   0.03024	   0.03555	   0.04043	   0.04316	   0.04700	   0.05200	   0.05440	   0.05778	   0.05961	   0.06359	   0.06753	   0.06855	   0.07238	   0.07378	   0.07891	   0.08371	   0.08843	   0.09468	   0.09995	   0.10853	   0.11754	   0.12631	   0.13222	   0.13960	   0.14129	   0.14006	   0.13514	   0.12741	   0.11827	   0.10406	   0.09363	   0.08178	   0.07365	   0.06746	   0.06200	   0.05785	   0.05496	   0.05459	   0.05518	   0.05782	   0.06421	   0.07533	   0.08739	   0.09868	   0.11104	   0.12513	   0.14128	   0.16036	   0.18574	   0.21893	   0.27078	   0.33517	   0.39540	   0.44403
   1.43563	   1.44185	   1.44815	   1.45459	   1.46266	   1.46791	   1.47508	   1.48087	   1.48970	   1.49544	   1.50468	   1.51228	   1.52010	   1.52843	   1.53647	   1.54756	   1.55695	   1.56619	   1.57531	   1.58674	   1.59684	   1.60827	   1.62017	   1.63095	   1.64654	   1.66074	   1.67629	   1.69532	   1.71825	   1.74234	   1.76992	   1.79896	   1.82565	   1.85065	   1.87133	   1.88837	   1.90302	   1.91434	   1.92509	   1.93168	   1.93691	   1.94162	   1.94579	   1.95005	   1.95486	   1.96113	   1.96772	   1.97282	   1.97642	   1.97968	   1.98568	   1.99542	   2.00807	   2.02585	   2.05083	   2.08419	   2.11596	   2.13704	   2.14810	   2.16401	  -0.02631	  -0.00989	   0.00068	   0.01092	   0.01850	   0.02615	   0.03232	   0.03640	   0.04028	   0.04561	   0.04910	   0.05115	   0.05304	   0.05796	   0.05968	   0.06223	   0.06756	   0.06875	   0.07182	   0.07512	   0.08002	   0.08499	   0.08740	   0.09524	   0.10042	   0.10768	   0.11714	   0.12552	   0.13317	   0.13950	   0.14089	   0.14127	   0.13486	   0.12789	   0.11785	   0.10610	   0.09392	   0.08250	   0.07428	   0.06777	   0.06214	   0.05741	   0.05475	   0.05366	   0.05518	   0.05781	   0.06452	   0.07504	   0.08652	   0.09791	   0.10953	   0.12407	   0.14047	   0.15895	   0.18487	   0.21906	   0.27142	   0.33373	   0.38982	   0.43683
   1.42920	   1.43502	   1.44294	   1.44990	   1.45588	   1.46200	   1.46879	   1.47689	   1.48242	   1.48958	   1.49743	   1.50678	   1.51465	   1.52309	   1.53019	   1.54020	   1.54853	   1.55901	   1.56888	   1.57962	   1.59022	   1.60160	   1.61306	   1.62738	   1.63925	   1.65421	   1.66985	   1.68863	   1.71126	   1.73823	   1.76376	   1.79210	   1.81944	   1.84431	   1.86584	   1.88442	   1.89850	   1.90986	   1.91822	   1.92666	   1.93387	   1.93816	   1.94193	   1.94568	   1.94895	   1.95316	   1.95769	   1.96420	   1.97342	   1.98396	   1.99231	   1.99763	   2.00278	   2.01340	   2.02817	   2.05005	   2.07943	   2.12318	   2.17816	   2.22935	  -0.02488	  -0.01013	   0.00016	   0.01051	   0.01927	   0.02633	   0.03162	   0.03717	   0.03942	   0.04545	   0.04782	   0.05009	   0.05421	   0.05593	   0.06072	   0.06237	   0.06733	   0.06947	   0.07227	   0.07482	   0.07960	   0.08366	   0.08749	   0.09420	   0.10172	   0.10967	   0.11693	   0.12545	   0.13413	   0.13885	   0.14273	   0.14202	   0.13668	   0.12845	   0.11770	   0.10768	   0.09430	   0.08408	   0.07478	   0.06620	   0.06089	   0.05785	   0.05628	   0.05603	   0.05697	   0.05900	   0.06332	   0.06873	   0.07838	   0.09326	   0.11328	   0.13495	   0.15469	   0.17379	   0.19576	   0.21934	   0.24535	   0.27990	   0.33403	   0.41394
   1.42718	   1.43384	   1.43988	   1.44559	   1.45394	   1.46022	   1.46582	   1.47321	   1.48016	   1.48926	   1.49638	   1.50353	   1.51116	   1.52046	   1.52904	   1.53859	   1.54733	   1.55660	   1.56795	   1.57666	   1.58702	   1.59978	   1.61054	   1.62320	   1.63562	   1.65181	   1.66696	   1.68801	   1.70864	   1.73353	   1.76183	   1.78904	   1.81609	   1.83993	   1.86247	   1.87927	   1.89515	   1.90656	   1.91544	   1.92415	   1.93050	   1.93481	   1.93835	   1.94232	   1.94592	   1.95038	   1.95544	   1.96271	   1.97209	   1.98076	   1.98702	   1.99171	   1.99880	   2.01035	   2.02796	   2.05093	   2.08367	   2.13127	   2.18221	   2.22376	  -0.02536	  -0.01147	   0.00157	   0.00999	   0.01888	   0.02516	   0.03240	   0.03508	   0.03927	   0.04390	   0.04764	   0.05043	   0.05335	   0.05670	   0.05956	   0.06211	   0.06480	   0.06776	   0.07180	   0.07659	   0.08033	   0.08412	   0.08849	   0.09390	   0.10218	   0.10777	   0.11711	   0.12616	   0.13435	   0.13975	   0.14353	   0.14285	   0.13718	   0.12813	   0.11625	   0.10586	   0.09467	   0.08411	   0.07368	   0.06664	   0.06172	   0.05878	   0.05702	   0.05612	   0.05671	   0.05912	   0.06270	   0.06947	   0.07950	   0.09595	   0.11559	   0.13485	   0.15240	   0.17100	   0.19265	   0.21642	   0.24351	   0.28381	   0.34762	   0.43141
   1.40652	   1.41331	   1.42100	   1.42672	   1.43291	   1.44102	   1.44534	   1.45395	   1.45904	   1.46825	   1.47644	   1.48370	   1.49227	   1.50069	   1.51007	   1.51752	   1.52729	   1.53700	   1.54777	   1.55710	   1.56734	   1.57864	   1.59076	   1.60365	   1.61554	   1.63121	   1.64749	   1.66596	   1.68907	   1.71334	   1.74170	   1.76982	   1.79748	   1.82149	   1.84315	   1.86098	   1.87515	   1.88629	   1.89798	   1.90554	   1.91125	   1.91570	   1.91933	   1.92360	   1.92855	   1.93325	   1.94035	   1.94766	   1.95320	   1.95659	   1.96083	   1.96862	   1.98045	   1.99623	   2.01790	   2.04999	   2.08962	   2.12623	   2.14831	   2.16081	  -0.02547	  -0.01186	   0.00168	   0.01198	   0.01946	   0.02532	   0.03233	   0.03497	   0.04085	   0.04481	   0.04640	   0.05136	   0.05339	   0.05592	   0.05879	   0.06345	   0.06594	   0.06833	   0.07213	   0.07355	   0.07922	   0.08648	   0.08890	   0.09499	   0.10147	   0.10922	   0.11830	   0.12575	   0.13389	   0.14067	   0.14253	   0.14228	   0.13696	   0.12840	   0.11921	   0.10609	   0.09651	   0.08516	   0.07490	   0.06807	   0.06256	   0.05827	   0.05627	   0.05531	   0.05600	   0.05812	   0.06276	   0.07271	   0.08533	   0.10001	   0.11408	   0.12815	   0.14379	   0.16317	   0.18576	   0.21213	   0.25471	   0.31734	   0.38744	   0.44984
